COUNTYGEOID,C01,C02,C03,C04
06101,-721457.4274965326,-219188.42496671336,-234268.02073756768,-173359.69015014058
06103,-721457.4020921984,-219223.1794920435,-234282.1690756628,-173364.86086097977
06105,-721457.2744424893,-219231.9473041719,-234326.90639351832,-173366.4188273522
06107,-721486.0361996415,-132709.08994523206,-236014.21693703742,-173277.50696748885
06109,-721476.564421906,-155724.208046916,-235848.78442931984,-173297.15796757414
06111,-721443.3086196812,-219108.4342624898,-232221.499472057,-173107.23154182514
06113,-721460.2814480854,-219096.51706986676,-233414.90084046588,-173355.76643526292
06115,-721457.2744113797,-219231.94629985397,-234326.90400556225,-173366.41841852557
08001,-721792.660867665,487874.1588717805,-153782.00145579653,-159366.52801583818
08003,-721457.3317466953,-219225.8184987999,-234276.27534327662,-173365.75717154262
08005,-721448.6294776257,-218970.5506998694,-232826.95248523526,-173197.67862355127
08007,-721457.2744425064,-219231.9473044464,-234326.9063935111,-173366.41882735278
08009,-721457.2744425964,-219231.94730437113,-234326.90639351713,-173366.4188273524
08011,-721457.274442589,-219231.947304385,-234326.9063935149,-173366.41882735278
08013,-721473.7057051323,-216764.413875285,-216276.66169823395,-170560.70133800412
08014,-721457.4257442513,-219229.98542829603,-234312.76519465196,-173363.08976779832
08015,-721457.2744136244,-219231.94729875264,-234326.9063945246,-173366.41882607952
08017,-721457.2744425888,-219231.9473043726,-234326.90639351282,-173366.4188273525
08019,-721455.8589005109,-219231.80783272363,-234326.75281287817,-173366.00534127685
08021,-721457.2744425776,-219231.94730437238,-234326.90639351716,-173366.4188273524
08023,-721457.2744425777,-219231.94730427087,-234326.90639232952,-173366.4188271113
08025,-721457.2744425575,-219231.94730437154,-234326.90639351,-173366.41882735267
08027,-721457.2744425987,-219231.94730438094,-234326.90639351387,-173366.4188273525
08029,-721457.080509992,-219231.9460774007,-234326.90497878063,-173366.41842786243
08031,-721538.8491045872,-214065.49811502593,-233418.58119187952,-165692.08877548945
